triple,bgp,join,leftjoin,union,filter,graph,extend,minus,path*,pathN*,path+,pathN+,notoneof,tolist,order,project,distinct,reduced,multi,top,group,assign,sequence,slice,treesize,pcs0,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,pcs7,pcs8,pcs9,ex_time
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,18
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,42
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200,4,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,250
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,121
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0.222222222,0.222222222,0.222222222,0.222222222,0.285714286,0.222222222,0.222222222,0.222222222,0.064516129,0.222222222,34
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,23
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,16
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,33
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,17
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,17
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,15
3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.285714286,0.285714286,0.333333333,0.285714286,0.4,0.285714286,0.285714286,0.285714286,0.068965517,0.285714286,16
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.060606061,1,18
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,16
13,10,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.060606061,0.058823529,0.0625,0.060606061,0.0625,0.060606061,0.060606061,0.058823529,1,0.060606061,27
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,18
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,16
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0.222222222,0.222222222,0.25,0.25,0.285714286,0.222222222,0.222222222,0.222222222,0.071428571,0.222222222,157
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,12
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,21
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,15
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,21
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,19
4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0.222222222,0.222222222,0.25,0.222222222,0.285714286,0.222222222,0.222222222,0.25,0.076923077,0.222222222,19
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,244
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,20
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.4,0.4,0.5,0.4,0.333333333,0.4,0.4,0.4,0.066666667,0.4,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,17
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,20
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,14
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,13
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,0.5,0.4,1,0.4,0.4,0.4,0.4,0.4,0.0625,0.5,60
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,27
3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.285714286,0.285714286,0.333333333,0.285714286,0.4,0.285714286,0.285714286,0.333333333,0.071428571,0.285714286,16
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0.285714286,0.285714286,0.4,0.285714286,1,0.285714286,0.285714286,0.285714286,0.064516129,0.333333333,13
13,10,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.060606061,0.058823529,0.0625,0.060606061,0.064516129,0.060606061,0.060606061,0.058823529,1,0.060606061,22
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.25,0.222222222,0.25,0.222222222,0.285714286,0.222222222,0.222222222,0.25,0.060606061,0.25,58
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,22
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.5,0.666666667,0.333333333,0.666666667,0.666666667,0.666666667,0.060606061,1,18
4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.222222222,0.222222222,0.25,0.25,0.285714286,0.222222222,0.222222222,0.222222222,0.064516129,0.222222222,17
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,15
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,0.5,0.4,1,0.4,0.4,0.4,0.4,0.4,0.0625,0.5,20
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,20
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.5,0.4,0.666666667,0.4,0.333333333,0.4,0.4,0.4,0.0625,0.4,20
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,18
3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0.285714286,0.285714286,0.4,0.285714286,1,0.285714286,0.285714286,0.285714286,0.064516129,0.333333333,13
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,1,0.666666667,0.5,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,15
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,1,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.058823529,0.666666667,15
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,1,0.058823529,0.666666667,19
2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.666666667,0.666666667,0.4,0.666666667,0.285714286,0.666666667,0.666666667,0.666666667,0.060606061,0.666666667,14
2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,5,0.5,0.4,1,0.4,0.4,0.4,0.4,0.4,0.0625,0.5,52
