inst#,actual,predicted,error
161,8986,8984.519,-1.481
162,8971.6,9022.896,51.296
163,8995,8984.519,-10.481
164,8990.4,9022.896,32.496
165,8956.2,8959.013,2.813
166,8966,8959.013,-6.987
167,9036,8984.519,-51.481
168,9011.8,9022.896,11.096
169,9036.6,9022.896,-13.704
170,8984,9022.896,38.896
171,8999,9022.896,23.896
172,9080.4,9022.896,-57.504
173,8941.2,9022.896,81.696
174,8940.6,9022.896,82.296
175,9008.4,8984.519,-23.881
176,9038,8984.519,-53.481
177,8920.2,9022.896,102.696
178,8904,9022.896,118.896
179,9097.6,8857.518,-240.082
180,8981.2,8984.519,3.319
181,84,40.901,-43.099
182,64.2,40.901,-23.299
183,35,40.901,5.901
184,28.8,40.901,12.101
185,39.4,40.901,1.501
186,24,40.901,16.901
187,36.2,40.901,4.701
188,12.6,40.901,28.301
189,83.4,83.295,-0.105
190,85.6,83.295,-2.305
191,34.8,83.295,48.495
192,84.2,40.901,-43.299
193,64,40.901,-23.099
194,35,40.901,5.901
195,18.2,40.901,22.701
196,39.4,40.901,1.501
197,60.4,40.901,-19.499
198,2.2,40.901,38.701
199,85.4,83.295,-2.105
200,84.6,83.295,-1.305
201,75.4,83.295,7.895
202,34.6,83.295,48.695
203,83.2,40.901,-42.299
204,63.6,40.901,-22.699
205,34.6,40.901,6.301
206,52.8,40.901,-11.899
207,42.2,40.901,-1.299
208,30.8,40.901,10.101
209,84.8,83.295,-1.505
210,64.4,83.295,18.895
211,34.8,83.295,48.495
212,83.6,40.901,-42.699
213,64.2,40.901,-23.299
214,35.4,40.901,5.501
215,53,40.901,-12.099
216,3,40.901,37.901
217,54.4,40.901,-13.499
218,10.4,40.901,30.501
219,53.4,40.901,-12.499
220,85.4,40.901,-44.499
221,84.6,40.901,-43.699
222,30.2,40.901,10.701
223,45.4,40.901,-4.499
224,23.8,40.901,17.101
225,55.8,40.901,-14.899
226,88.4,83.295,-5.105
227,66.8,83.295,16.495
228,37.4,83.295,45.895
229,88.2,83.295,-4.905
230,24,83.295,59.295
231,18,83.295,65.295
232,18.4,83.295,64.895
233,82.6,40.901,-41.699
234,63.2,40.901,-22.299
235,34.6,40.901,6.301
236,83.6,40.901,-42.699
237,84.6,40.901,-43.699
238,75.2,40.901,-34.299
239,35.2,40.901,5.701
240,82.8,40.901,-41.899
241,192.8,173.495,-19.305
242,177.6,173.495,-4.105
243,177.2,173.495,-3.705
244,176,173.495,-2.505
245,175.6,173.495,-2.105
246,176,173.495,-2.505
247,175,173.495,-1.505
248,174.8,173.495,-1.305
249,175.4,173.495,-1.905
250,174.8,173.495,-1.305
251,174.8,173.495,-1.305
252,175,173.495,-1.505
253,175.2,173.495,-1.705
254,174.8,173.495,-1.305
255,174.6,173.495,-1.105
256,175,173.495,-1.505
257,177.6,173.495,-4.105
258,172.6,173.495,0.895
259,172.6,173.495,0.895
260,176,173.495,-2.505
261,172.2,173.495,1.295
262,172.2,173.495,1.295
263,172.6,173.495,0.895
264,172.4,173.495,1.095
265,172,173.495,1.495
266,171.8,173.495,1.695
267,172,173.495,1.495
268,172.6,173.495,0.895
269,171.8,173.495,1.695
270,172,173.495,1.495
271,172.2,173.495,1.295
272,174.4,173.495,-0.905
273,171.8,173.495,1.695
274,172.8,173.495,0.695
275,172.4,173.495,1.095
276,172,173.495,1.495
277,172,173.495,1.495
278,171.4,173.495,2.095
279,173,173.495,0.495
280,172.6,173.495,0.895
281,172.4,173.495,1.095
282,172.2,173.495,1.295
283,172.2,173.495,1.295
284,174,173.495,-0.505
285,172.4,173.495,1.095
286,172,173.495,1.495
287,172.2,173.495,1.295
288,172,173.495,1.495
289,172.2,173.495,1.295
290,173.8,173.495,-0.305
291,173.8,173.495,-0.305
292,174,173.495,-0.505
293,174,173.495,-0.505
294,172,173.495,1.495
295,171.6,173.495,1.895
296,172,173.495,1.495
297,171.8,173.495,1.695
298,171.2,173.495,2.295
299,171.6,173.495,1.895
300,171,173.495,2.495
301,3.2,2.702,-0.498
302,2,2.702,0.702
303,12.6,2.702,-9.898
304,10,2.702,-7.298
305,17.6,2.702,-14.898
306,1.2,2.702,1.502
307,4.2,2.702,-1.498
308,1.2,2.702,1.502
309,3.2,2.702,-0.498
310,2.4,2.702,0.302
311,2,2.702,0.702
312,31.4,2.702,-28.698
313,1.2,2.702,1.502
314,0.2,2.702,2.502
315,1,2.702,1.702
316,4.6,2.702,-1.898
317,0.2,2.702,2.502
318,0.4,2.702,2.302
319,1,2.702,1.702
320,20,2.702,-17.298
321,7.4,2.702,-4.698
322,1,2.702,1.702
323,2,2.702,0.702
324,2.4,2.702,0.302
325,1,2.702,1.702
326,1.2,2.702,1.502
327,1.2,2.702,1.502
328,15,2.702,-12.298
329,2.6,2.702,0.102
330,0.2,2.702,2.502
331,1.2,2.702,1.502
332,3.4,2.702,-0.698
333,12.4,2.702,-9.698
334,1,2.702,1.702
335,12.6,2.702,-9.898
336,3.2,2.702,-0.498
337,5.2,2.702,-2.498
338,11.2,2.702,-8.498
339,2,2.702,0.702
340,12.4,2.702,-9.698
341,9.2,2.702,-6.498
342,1.2,2.702,1.502
343,3.2,2.702,-0.498
344,5.6,2.702,-2.898
345,15,2.702,-12.298
346,5.2,2.702,-2.498
347,4,2.702,-1.298
348,4.4,2.702,-1.698
349,0.2,2.702,2.502
350,0.2,2.702,2.502
351,12,2.702,-9.298
352,1.2,2.702,1.502
353,14.2,2.702,-11.498
354,0.2,2.702,2.502
355,1,2.702,1.702
356,7.8,2.702,-5.098
357,1,2.702,1.702
358,14.8,2.702,-12.098
359,2,2.702,0.702
360,0.2,2.702,2.502
361,926.8,45.907,-880.893
362,846.6,45.907,-800.693
363,111.8,45.907,-65.893
364,776,45.907,-730.093
365,807.6,45.907,-761.693
366,63,45.907,-17.093
367,858.4,45.907,-812.493
368,850,45.907,-804.093
369,105.4,45.907,-59.493
370,772.6,45.907,-726.693
371,802,45.907,-756.093
372,12.8,45.907,33.107
373,26.4,45.907,19.507
374,62.2,45.907,-16.293
375,21.6,45.907,24.307
376,26.6,45.907,19.307
377,56,45.907,-10.093
378,11.2,45.907,34.707
379,9,45.907,36.907
380,64.4,45.907,-18.493
381,16,45.907,29.907
382,54,45.907,-8.093
383,20.4,45.907,25.507
384,44,45.907,1.907
385,14.8,45.907,31.107
386,64.6,45.907,-18.693
387,50.4,45.907,-4.493
388,61.6,45.907,-15.693
389,602.8,45.907,-556.893
390,3.2,45.907,42.707
391,56.8,45.907,-10.893
392,44.4,45.907,1.507
393,3.2,45.907,42.707
394,193.8,45.907,-147.893
395,46.8,45.907,-0.893
396,2.2,45.907,43.707
397,19.4,45.907,26.507
398,49.6,45.907,-3.693
399,28.4,45.907,17.507
400,29.4,45.907,16.507
401,50,45.907,-4.093
402,5.6,45.907,40.307
403,66.8,45.907,-20.893
404,44.8,45.907,1.107
405,36.8,45.907,9.107
406,58.8,45.907,-12.893
407,25.4,45.907,20.507
408,31.8,45.907,14.107
409,60.2,45.907,-14.293
410,5.4,45.907,40.507
411,56.4,45.907,-10.493
412,22.4,45.907,23.507
413,6,45.907,39.907
414,27.4,45.907,18.507
415,42.8,45.907,3.107
416,54.2,45.907,-8.293
417,95.8,45.907,-49.893
418,27.4,45.907,18.507
419,716.6,45.907,-670.693
420,27.4,45.907,18.507
421,242.6,177.101,-65.499
422,177.8,177.101,-0.699
423,177.6,177.101,-0.499
424,179.4,177.3,-2.1
425,177.4,177.101,-0.299
426,177.8,177.101,-0.699
427,178.6,177.101,-1.499
428,177,167.794,-9.206
429,181.8,177.101,-4.699
430,176.8,177.101,0.301
431,176.6,177.101,0.501
432,176.6,177.101,0.501
433,177,177.101,0.101
434,180.4,177.101,-3.299
435,177,177.101,0.101
436,177.2,177.101,-0.099
437,177,177.101,0.101
438,176.6,177.101,0.501
439,176.4,177.101,0.701
440,177.2,177.101,-0.099
441,177.2,177.101,-0.099
442,177,177.101,0.101
443,177,177.101,0.101
444,176.8,177.101,0.301
445,177.2,177.101,-0.099
446,177,177.101,0.101
447,176.4,177.101,0.701
448,176.8,177.101,0.301
449,176.8,177.101,0.301
450,177,177.101,0.101
451,175.4,177.101,1.701
452,175.8,177.101,1.301
453,176,177.101,1.101
454,179.2,177.101,-2.099
455,180.8,177.101,-3.699
456,178.8,177.101,-1.699
457,175.6,177.101,1.501
458,175.4,177.101,1.701
459,175.8,177.101,1.301
460,175.4,177.101,1.701
461,175.4,164.248,-11.152
462,178.8,177.101,-1.699
463,177,177.101,0.101
464,176.6,177.101,0.501
465,176.2,177.101,0.901
466,179.6,177.101,-2.499
467,175.6,167.794,-7.806
468,176,177.101,1.101
469,176.2,177.3,1.1
470,177.6,177.3,-0.3
471,175.2,177.3,2.1
472,175.4,177.3,1.9
473,175.4,177.3,1.9
474,175.4,177.3,1.9
475,175.8,177.3,1.5
476,176.8,177.3,0.5
477,175.4,177.101,1.701
478,175.2,177.101,1.901
479,175.4,177.101,1.701
480,175.6,177.101,1.501
481,5729,5425.294,-303.706
482,5384.4,5425.294,40.894
483,5359.8,5425.294,65.494
484,5396.6,5425.294,28.694
485,5437.8,5425.294,-12.506
486,5410,5425.294,15.294
487,5378.8,5425.294,46.494
488,5405.6,5425.294,19.694
489,5416,5425.294,9.294
490,5428.6,5425.294,-3.306
491,5382.8,5425.294,42.494
492,5345.4,5425.294,79.894
493,5343.8,5425.294,81.494
494,5375.2,5425.294,50.094
495,5392.4,5425.294,32.894
496,5404.8,5425.294,20.494
497,5423.8,5425.294,1.494
498,5448,5425.294,-22.706
499,5405.2,5425.294,20.094
500,5380.2,5425.294,45.094
501,5410,5425.294,15.294
502,5465.8,5425.294,-40.506
503,5449.8,5425.294,-24.506
504,5366,5425.294,59.294
505,5358,5425.294,67.294
506,5386.6,5425.294,38.694
507,5434.8,5425.294,-9.506
508,5465.4,5425.294,-40.106
509,5401.6,5425.294,23.694
510,5395.4,5425.294,29.894
511,5418,5425.294,7.294
512,5409.6,5425.294,15.694
513,5426.2,5425.294,-0.906
514,5466.2,5425.294,-40.906
515,5446.6,5425.294,-21.306
516,5450.8,5425.294,-25.506
517,5400.8,5425.294,24.494
518,5455.6,5425.294,-30.306
519,5479.4,5425.294,-54.106
520,5478,5425.294,-52.706
521,5459.6,5425.294,-34.306
522,5448,5425.294,-22.706
523,5445,5425.294,-19.706
524,5451.2,5425.294,-25.906
525,5425.2,5425.294,0.094
526,5421.8,5425.294,3.494
527,5470.8,5425.294,-45.506
528,5436.4,5425.294,-11.106
529,5413.4,5425.294,11.894
530,5396.6,5425.294,28.694
531,5444.2,5425.294,-18.906
532,5461.2,5425.294,-35.906
533,5485.4,5425.294,-60.106
534,5470,5425.294,-44.706
535,5434.8,5425.294,-9.506
536,5408.8,5425.294,16.494
537,5454.8,5425.294,-29.506
538,5485.6,5425.294,-60.306
539,5461.2,5425.294,-35.906
540,5482.4,5425.294,-57.106
541,1,2.504,1.504
542,1,-0.494,-1.494
543,1,2.504,1.504
544,1,2.504,1.504
545,1,2.504,1.504
546,1,2.504,1.504
547,1,2.504,1.504
548,1,2.504,1.504
549,1,2.504,1.504
550,1,2.504,1.504
551,1,2.504,1.504
552,1,-0.494,-1.494
553,1,-0.494,-1.494
554,1,2.504,1.504
555,1,2.504,1.504
556,1,2.504,1.504
557,1,2.504,1.504
558,1,2.504,1.504
559,1,-0.494,-1.494
560,1,2.504,1.504
561,1,2.504,1.504
562,1,2.504,1.504
563,1,2.504,1.504
564,1,2.504,1.504
565,1,2.504,1.504
566,1,2.504,1.504
567,1,2.504,1.504
568,1,2.504,1.504
569,1,2.504,1.504
570,1,2.504,1.504
571,1,-0.494,-1.494
572,1,2.504,1.504
573,1,2.504,1.504
574,1,2.504,1.504
575,1,-0.494,-1.494
576,1,2.504,1.504
577,1,2.504,1.504
578,1,-0.494,-1.494
579,1,2.504,1.504
580,1,-0.494,-1.494
581,1,2.504,1.504
582,1,2.504,1.504
583,1,2.504,1.504
584,1,2.504,1.504
585,1,2.504,1.504
586,1,2.504,1.504
587,1,2.504,1.504
588,1,2.504,1.504
589,1,2.504,1.504
590,1,2.504,1.504
591,1,2.504,1.504
592,1,2.504,1.504
593,1,2.504,1.504
594,1,2.504,1.504
595,1,2.504,1.504
596,1,2.504,1.504
597,1,2.504,1.504
598,1,2.504,1.504
599,1,2.504,1.504
600,1,-0.494,-1.494
601,20.4,21.696,1.296
602,20.2,21.696,1.496
603,20.2,21.696,1.496
604,20.2,21.696,1.496
605,20.2,21.696,1.496
606,20.2,21.696,1.496
607,20.2,21.696,1.496
608,20.4,21.696,1.296
609,20.2,21.696,1.496
610,20.2,21.696,1.496
611,20.2,21.696,1.496
612,20.2,21.696,1.496
613,20.2,21.696,1.496
614,20.2,21.696,1.496
615,20.2,21.696,1.496
616,20.4,21.696,1.296
617,20.2,21.696,1.496
618,20.2,21.696,1.496
619,20.2,21.696,1.496
620,20.2,21.696,1.496
621,20.2,21.696,1.496
622,20.2,21.696,1.496
623,20.2,21.696,1.496
624,20.2,21.696,1.496
625,20.2,21.696,1.496
626,20.4,21.696,1.296
627,20.2,21.696,1.496
628,20.2,21.696,1.496
629,20.2,21.696,1.496
630,20.2,21.696,1.496
631,20.2,21.696,1.496
632,20.4,21.696,1.296
633,20.2,21.696,1.496
634,20.2,21.696,1.496
635,20.2,21.696,1.496
636,20.2,21.696,1.496
637,20.4,21.696,1.296
638,20.2,21.696,1.496
639,20.4,21.696,1.296
640,20.2,21.696,1.496
641,20.2,21.696,1.496
642,20.2,21.696,1.496
643,20.2,21.696,1.496
644,20.2,21.696,1.496
645,20.4,21.696,1.296
646,20.2,21.696,1.496
647,20.2,21.696,1.496
648,20.2,21.696,1.496
649,20.2,21.696,1.496
650,23.8,21.696,-2.104
651,20.2,21.696,1.496
652,20.2,21.696,1.496
653,20.2,21.696,1.496
654,20.2,21.696,1.496
655,20.4,21.696,1.296
656,20.2,21.696,1.496
657,20.2,21.696,1.496
658,20.2,21.696,1.496
659,20.2,21.696,1.496
660,20.2,21.696,1.496
661,1,2.5,1.5
662,1,2.5,1.5
663,1,2.5,1.5
664,1,2.5,1.5
665,1,2.5,1.5
666,1,2.5,1.5
667,1,2.5,1.5
668,1,2.5,1.5
669,1,2.5,1.5
670,1,2.5,1.5
671,1,2.5,1.5
672,1,2.5,1.5
673,1,2.5,1.5
674,1,2.5,1.5
675,1,2.5,1.5
676,1,2.5,1.5
677,1,2.5,1.5
678,1,2.5,1.5
679,1,2.5,1.5
680,1,2.5,1.5
681,1,2.5,1.5
682,1,2.5,1.5
683,1,2.5,1.5
684,1,2.5,1.5
685,1,2.5,1.5
686,1,2.5,1.5
687,1,2.5,1.5
688,1,2.5,1.5
689,1,2.5,1.5
690,1,2.5,1.5
691,1,2.5,1.5
692,1,2.5,1.5
693,1,2.5,1.5
694,1,2.5,1.5
695,1,2.5,1.5
696,1,2.5,1.5
697,1,2.5,1.5
698,1,2.5,1.5
699,1,2.5,1.5
700,1,2.5,1.5
701,1,2.5,1.5
702,1,2.5,1.5
703,1,2.5,1.5
704,1,2.5,1.5
705,1,2.5,1.5
706,1,2.5,1.5
707,1,2.5,1.5
708,1,2.5,1.5
709,1,2.5,1.5
710,1,2.5,1.5
711,1,2.5,1.5
712,1,2.5,1.5
713,1,2.5,1.5
714,1,2.5,1.5
715,1,2.5,1.5
716,1,2.5,1.5
717,1,2.5,1.5
718,1,2.5,1.5
719,1,2.5,1.5
720,1,2.5,1.5
721,282,6.496,-275.504
722,1,6.496,5.496
723,312.8,6.496,-306.304
724,1,6.496,5.496
725,205.4,6.496,-198.904
726,1,6.496,5.496
727,511.4,6.496,-504.904
728,327.8,6.496,-321.304
729,1,6.496,5.496
730,59.6,6.496,-53.104
731,1,6.496,5.496
732,1,6.496,5.496
733,1,6.496,5.496
734,111.2,6.496,-104.704
735,18,6.496,-11.504
736,8.4,6.496,-1.904
737,549.8,6.496,-543.304
738,1,6.496,5.496
739,15980.6,6.496,-15974.104
740,87.4,6.496,-80.904
741,25,6.496,-18.504
742,11.8,6.496,-5.304
743,17.2,6.496,-10.704
744,29.2,6.496,-22.704
745,7,6.496,-0.504
746,18.4,6.496,-11.904
747,1,6.496,5.496
748,1,6.496,5.496
749,1,6.496,5.496
750,263,6.496,-256.504
751,17,6.496,-10.504
752,1,6.496,5.496
753,1,6.496,5.496
754,41.8,6.496,-35.304
755,4,6.496,2.496
756,3,6.496,3.496
757,4,6.496,2.496
758,8,6.496,-1.504
759,5,6.496,1.496
760,3,6.496,3.496
761,8,6.496,-1.504
762,10,6.496,-3.504
763,13,6.496,-6.504
764,13.2,6.496,-6.704
765,4,6.496,2.496
766,7,6.496,-0.504
767,2.8,6.496,3.696
768,3,6.496,3.496
769,4,6.496,2.496
770,2,6.496,4.496
771,4,6.496,2.496
772,1,6.496,5.496
773,1,6.496,5.496
774,1,6.496,5.496
775,1,6.496,5.496
776,1,6.496,5.496
777,10.2,6.496,-3.704
778,8.6,6.496,-2.104
779,12.2,6.496,-5.704
780,115.2,6.496,-108.704
781,34397,49.308,-34347.692
782,386,49.308,-336.692
783,55,49.308,-5.692
784,18.8,49.308,30.508
785,28.6,49.308,20.708
786,3442.8,49.308,-3393.492
787,1186.2,49.308,-1136.892
788,778.4,49.308,-729.092
789,90.4,49.308,-41.092
790,32.2,49.308,17.108
791,26.2,49.308,23.108
792,11677.2,49.308,-11627.892
793,7,49.308,42.308
794,15.2,49.308,34.108
795,250.4,49.308,-201.092
796,5.6,49.308,43.708
797,16.6,49.308,32.708
798,39,49.308,10.308
799,11.4,49.308,37.908
800,127.6,49.308,-78.292
801,19.8,49.308,29.508
802,10578.8,49.308,-10529.492
803,2693.8,49.308,-2644.492
804,25.8,49.308,23.508
805,33.6,49.308,15.708
806,851.2,49.308,-801.892
807,111.8,49.308,-62.492
808,20.8,49.308,28.508
809,13.2,49.308,36.108
810,51.6,49.308,-2.292
811,5,49.308,44.308
812,359,49.308,-309.692
813,7941.6,49.308,-7892.292
814,10425.8,49.308,-10376.492
815,281.6,49.308,-232.292
816,34.8,49.308,14.508
817,31.2,49.308,18.108
818,8,49.308,41.308
819,57,49.308,-7.692
820,19,49.308,30.308
821,186.4,49.308,-137.092
822,821,49.308,-771.692
823,17.2,49.308,32.108
824,173.4,49.308,-124.092
825,18,49.308,31.308
826,13,49.308,36.308
827,11.6,49.308,37.708
828,561.4,49.308,-512.092
829,2336.8,49.308,-2287.492
830,393.8,49.308,-344.492
831,33.8,49.308,15.508
832,8,49.308,41.308
833,75.2,49.308,-25.892
834,421.4,49.308,-372.092
835,32.2,49.308,17.108
836,101.8,49.308,-52.492
837,47.8,49.308,1.508
838,26.2,49.308,23.108
839,5.8,49.308,43.508
840,356.4,49.308,-307.092
841,8,3.494,-4.506
842,15,3.494,-11.506
843,3,3.494,0.494
844,2,3.494,1.494
845,3,3.494,0.494
846,2,3.494,1.494
847,2,3.494,1.494
848,2,3.494,1.494
849,2,3.494,1.494
850,2,3.494,1.494
851,4,3.494,-0.506
852,2,3.494,1.494
853,3,3.494,0.494
854,15,3.494,-11.506
855,286.6,3.494,-283.106
856,5,3.494,-1.506
857,3,3.494,0.494
858,2,3.494,1.494
859,2,3.494,1.494
860,26.4,3.494,-22.906
861,2,3.494,1.494
862,2,3.494,1.494
863,10,3.494,-6.506
864,2,3.494,1.494
865,3,3.494,0.494
866,2,3.494,1.494
867,6,3.494,-2.506
868,4.8,3.494,-1.306
869,5818.2,3.494,-5814.706
870,4,3.494,-0.506
871,2,3.494,1.494
872,3.6,3.494,-0.106
873,36.4,3.494,-32.906
874,6,3.494,-2.506
875,3,3.494,0.494
876,16,3.494,-12.506
877,6.4,3.494,-2.906
878,2,3.494,1.494
879,2,3.494,1.494
880,3,3.494,0.494
881,2,3.494,1.494
882,2,3.494,1.494
883,2,3.494,1.494
884,3,3.494,0.494
885,4,3.494,-0.506
886,2,3.494,1.494
887,2,3.494,1.494
888,2,3.494,1.494
889,2,3.494,1.494
890,32,3.494,-28.506
891,2,3.494,1.494
892,2,3.494,1.494
893,2,3.494,1.494
894,2,3.494,1.494
895,3,3.494,0.494
896,3,3.494,0.494
897,2,3.494,1.494
898,22.2,3.494,-18.706
899,2,3.494,1.494
900,2,3.494,1.494
901,1,2.509,1.509
902,1,2.509,1.509
903,1,2.509,1.509
904,1,2.509,1.509
905,1,2.509,1.509
906,1,2.509,1.509
907,1,2.509,1.509
908,1,2.509,1.509
909,1,2.509,1.509
910,1,2.509,1.509
911,1,2.509,1.509
912,1,2.509,1.509
913,1,2.509,1.509
914,1,2.509,1.509
915,1,2.509,1.509
916,1,2.509,1.509
917,1,2.509,1.509
918,1,2.509,1.509
919,1,2.509,1.509
920,1,2.509,1.509
921,1,2.509,1.509
922,1,2.509,1.509
923,1,2.509,1.509
924,1,2.509,1.509
925,1,2.509,1.509
926,1,2.509,1.509
927,1,2.509,1.509
928,1,2.509,1.509
929,1,2.509,1.509
930,1,2.509,1.509
931,1,2.509,1.509
932,1,2.509,1.509
933,1,2.509,1.509
934,1,2.509,1.509
935,1,2.509,1.509
936,1,2.509,1.509
937,1,2.509,1.509
938,1,2.509,1.509
939,1,2.509,1.509
940,1,2.509,1.509
941,1,2.509,1.509
942,1,2.509,1.509
943,1,2.509,1.509
944,1,2.509,1.509
945,1,2.509,1.509
946,1,2.509,1.509
947,1,2.509,1.509
948,1,2.509,1.509
949,1,2.509,1.509
950,1,2.509,1.509
951,1,2.509,1.509
952,1,2.509,1.509
953,1,2.509,1.509
954,1,2.509,1.509
955,1,2.509,1.509
956,1,2.509,1.509
957,1,2.509,1.509
958,1,2.509,1.509
959,1,2.509,1.509
960,1,2.509,1.509
961,1,2.507,1.507
962,1,2.507,1.507
963,2,2.507,0.507
964,6.2,2.507,-3.693
965,8,2.507,-5.493
966,1.2,2.507,1.307
967,1,2.507,1.507
968,1,2.507,1.507
969,1,2.507,1.507
970,1,2.507,1.507
971,5,2.507,-2.493
972,1,2.507,1.507
973,2,2.507,0.507
974,1,2.507,1.507
975,1,2.507,1.507
976,1,2.507,1.507
977,1,2.507,1.507
978,1,2.507,1.507
979,1,2.507,1.507
980,6.2,2.507,-3.693
981,1,2.507,1.507
982,4,2.507,-1.493
983,1,2.507,1.507
984,0.8,2.507,1.707
985,1,2.507,1.507
986,1,2.507,1.507
987,1,2.507,1.507
988,1,2.507,1.507
989,1,2.507,1.507
990,0.2,2.507,2.307
991,1.2,2.507,1.307
992,1.2,2.507,1.307
993,0.2,195.59,195.39
994,0.4,2.507,2.107
995,68.2,2.507,-65.693
996,1.8,2.507,0.707
997,1,2.507,1.507
998,1,2.507,1.507
999,1,2.507,1.507
1000,3,2.507,-0.493
1001,1,2.507,1.507
1002,1,2.507,1.507
1003,1,2.507,1.507
1004,2,2.507,0.507
1005,1,2.507,1.507
1006,1,2.507,1.507
1007,4,2.507,-1.493
1008,0.8,2.507,1.707
1009,2,2.507,0.507
1010,1,2.507,1.507
1011,1,2.507,1.507
1012,0.8,2.507,1.707
1013,1,2.507,1.507
1014,1,195.59,194.59
1015,1,2.507,1.507
1016,1,2.507,1.507
1017,1,2.507,1.507
1018,1,2.507,1.507
1019,15.6,2.507,-13.093
1020,0.6,2.507,1.907
1021,19.6,18.103,-1.497
1022,19.4,18.103,-1.297
1023,19.6,18.103,-1.497
1024,19.4,18.103,-1.297
1025,19.4,18.103,-1.297
