inst#,actual,predicted,error
272,20.4,15.506,-4.894
273,20.2,15.506,-4.694
274,20.4,15.506,-4.894
275,20.4,15.506,-4.894
276,20.2,15.506,-4.694
277,20.4,15.506,-4.894
278,20.2,15.506,-4.694
279,20.4,15.506,-4.894
280,20.4,15.506,-4.894
281,20.2,15.506,-4.694
282,20.4,15.506,-4.894
283,20.4,15.506,-4.894
284,20.4,15.506,-4.894
285,20.4,15.506,-4.894
286,20.4,15.506,-4.894
287,20.4,15.506,-4.894
288,20.4,15.506,-4.894
289,20.4,15.506,-4.894
290,20,15.506,-4.494
291,20.4,15.506,-4.894
292,20.4,15.506,-4.894
293,20.2,15.506,-4.694
294,20.2,15.506,-4.694
295,20.2,15.506,-4.694
296,20.4,15.506,-4.894
297,20.4,15.506,-4.894
298,20.4,15.506,-4.894
299,20.2,15.506,-4.694
300,20.4,15.506,-4.894
301,1,1,0
302,1,1,0
303,1,1,0
304,1,1,0
305,1,1,0
306,1,1,0
307,1,1,0
308,0.2,1,0.8
309,1,1,0
310,1,1,0
311,1,1,0
312,1,1,0
313,1,1,0
314,1,1,0
315,1,1,0
316,1,1,0
317,1,1,0
318,1,1,0
319,1,1,0
320,1,1,0
321,1,1,0
322,1,1,0
323,1,1,0
324,1,1,0
325,1,1,0
326,0.4,1,0.6
327,1,1,0
328,1,1,0
329,1,1,0
330,1,1,0
331,1,1,0
332,1,1,0
333,1,1,0
334,1,1,0
335,1,1,0
336,1,1,0
337,1,1,0
338,1,1,0
339,1,1,0
340,1,1,0
341,1,1,0
342,1,1,0
343,1,1,0
344,1,1,0
345,1,1,0
346,1,1,0
347,1,1,0
348,1,1,0
349,1,1,0
350,1,1,0
351,1,1,0
352,1,1,0
353,1,1,0
354,1,1,0
355,1,1,0
356,1,1,0
357,1,1,0
358,1,1,0
359,1,1,0
360,1,1,0
361,1,1,0
362,1,1,0
363,1,1,0
364,1,1,0
365,1,1,0
366,1,1,0
367,1,1,0
368,1,1,0
369,1,1,0
370,1,1,0
371,1,1,0
372,1,1,0
373,1,1,0
374,1,1,0
375,1,1,0
376,1,1,0
377,1,1,0
378,1,1,0
379,1,1,0
380,1,1,0
381,1,1,0
382,1,1,0
383,1,1,0
384,1,1,0
385,1,1,0
386,1,1,0
387,1,1,0
388,1,1,0
389,1,1,0
390,1,1,0
391,1,1,0
392,1,1,0
393,1,1,0
394,1,1,0
395,1,1,0
396,1,1,0
397,1,1,0
398,1,1,0
399,1,1,0
400,1,1,0
401,1,1,0
402,1,1,0
403,1,1,0
404,1,1,0
405,1,1,0
406,1,1,0
407,1,1,0
408,1,1,0
409,1,1,0
410,1,1,0
411,1,1,0
412,1,1,0
413,1,1,0
414,1,1,0
415,1,1,0
416,1,1,0
417,1,1,0
418,1,1,0
419,1,1,0
420,1,1,0
421,50,50.2,0.2
422,50.6,50.2,-0.4
423,50.4,50.2,-0.2
424,50.6,50.2,-0.4
425,50.6,50.2,-0.4
426,50.6,50.2,-0.4
427,50.6,50.2,-0.4
428,50.4,50.2,-0.2
429,50.4,50.2,-0.2
430,50.4,50.2,-0.2
431,50.6,50.2,-0.4
432,50.6,50.2,-0.4
433,50.6,50.2,-0.4
434,50.6,50.2,-0.4
435,50.4,50.2,-0.2
436,50.6,50.2,-0.4
437,50.6,50.2,-0.4
438,50.6,50.2,-0.4
439,50.4,50.2,-0.2
440,50.2,50.2,0
441,50,50.2,0.2
442,50.4,50.2,-0.2
443,50.4,50.2,-0.2
444,50.4,50.2,-0.2
445,50.2,50.2,0
446,50.4,50.2,-0.2
447,50.2,50.2,0
448,50.4,50.2,-0.2
449,50.2,50.2,0
450,50.2,50.2,0
451,50.2,50.2,0
452,50.2,50.2,0
453,50.2,50.2,0
454,50.2,50.2,0
455,50.2,50.2,0
456,50.2,50.2,0
457,50.4,50.2,-0.2
458,50.2,50.2,0
459,50.2,50.2,0
460,50.2,50.2,0
461,50,50.2,0.2
462,53.2,50.2,-3
463,50.2,50.2,0
464,50,50.2,0.2
465,50,50.2,0.2
466,50,50.2,0.2
467,50,50.2,0.2
468,50,50.2,0.2
469,49.8,50.2,0.4
470,49.6,50.2,0.6
471,49.8,50.2,0.4
472,49.8,50.2,0.4
473,49.8,50.2,0.4
474,49.8,50.2,0.4
475,50.2,50.2,0
476,50.2,50.2,0
477,50.4,50.2,-0.2
478,50.4,50.2,-0.2
479,50.2,50.2,0
480,50.2,50.2,0
481,0.2,1,0.8
482,1,1,0
483,1,1,0
484,1,1,0
485,1,1,0
486,1,1,0
487,1,1,0
488,1,1,0
489,1,1,0
490,1,1,0
491,1,1,0
492,1,1,0
493,1,1,0
494,1,1,0
495,1,1,0
496,1,1,0
497,1,1,0
498,1,1,0
499,1,1,0
500,1,1,0
501,1,1,0
502,1,1,0
503,1,1,0
504,0.2,1,0.8
505,1,1,0
506,1,1,0
507,1,1,0
508,1,1,0
509,1,1,0
510,1,1,0
511,1,1,0
512,1,1,0
513,1,1,0
514,1,1,0
515,1,1,0
516,1,1,0
517,1,1,0
518,1,1,0
519,1,1,0
520,1,1,0
521,1,1,0
522,1,1,0
523,1,1,0
524,1,1,0
525,1,1,0
526,1,1,0
527,1,1,0
528,1,1,0
529,1,1,0
530,1,1,0
531,1,1,0
532,1,1,0
533,1,1,0
534,1,1,0
535,1,1,0
536,1,1,0
537,1,1,0
538,1,1,0
539,1,1,0
540,1,1,0
541,1,1,0
542,1,1,0
543,1,1,0
544,1,1,0
545,1,1,0
546,1,1,0
547,1,1,0
548,1,1,0
549,1,1,0
550,1,1,0
551,1,1,0
552,1,1,0
553,1,1,0
554,1,1,0
555,1,1,0
556,1,1,0
557,1,1,0
558,1,1,0
559,1,1,0
560,1,1,0
561,1,1,0
562,1,1,0
563,1,1,0
564,1,1,0
565,1,1,0
566,1,1,0
567,1,1,0
568,1,1,0
569,1,1,0
570,1,1,0
571,1,1,0
572,1,1,0
573,1,1,0
574,1,1,0
575,1,1,0
576,1,1,0
577,1,1,0
578,1,1,0
579,1,1,0
580,1,1,0
581,1,1,0
582,1,1,0
583,1,1,0
584,1,1,0
585,1,1,0
586,1,1,0
587,1,1,0
588,1,1,0
589,1,1,0
590,1,1,0
591,1,1,0
592,1,1,0
593,1,1,0
594,1,1,0
595,1,1,0
596,1,1,0
597,1,1,0
598,1,1,0
599,1,1,0
600,1,1,0
601,13.8,13.8,0
602,13.8,13.8,0
603,13.8,13.8,0
604,13.8,13.8,0
605,13.8,13.8,0
606,13.8,13.8,0
607,13.8,13.8,0
608,13.8,13.8,0
609,13.8,13.8,0
610,13.8,13.8,0
611,13.8,13.8,0
612,13.8,13.8,0
613,13.8,13.8,0
614,13.8,13.8,0
615,13.8,13.8,0
616,13.8,13.8,0
617,13.8,13.8,0
618,13.8,13.8,0
619,13.8,13.8,0
620,13.8,13.8,0
621,13.8,13.8,0
622,13.8,13.8,0
623,13.8,13.8,0
624,13.6,13.8,0.2
625,13.8,13.8,0
626,13.8,13.8,0
627,13.8,13.8,0
628,13.6,13.8,0.2
629,13.6,13.8,0.2
630,13.8,13.8,0
631,13.8,13.8,0
632,13.8,13.8,0
633,13.8,13.8,0
634,13.8,13.8,0
635,13.8,13.8,0
636,13.6,13.8,0.2
637,13.8,13.8,0
638,13.6,13.8,0.2
639,13.8,13.8,0
640,13.6,13.8,0.2
641,14,13.8,-0.2
642,13.6,13.8,0.2
643,13.8,13.8,0
644,13.6,13.8,0.2
645,13.6,13.8,0.2
646,15.8,13.8,-2
647,14,13.8,-0.2
648,13.8,13.8,0
649,13.8,13.8,0
650,13.8,13.8,0
651,13.8,13.8,0
652,13.8,13.8,0
653,13.8,13.8,0
654,13.8,13.8,0
655,13.8,13.8,0
656,16.6,13.8,-2.8
657,13.8,13.8,0
658,13.8,13.8,0
659,13.8,13.8,0
660,13.8,13.8,0
661,1,1.001,0.001
662,1,1.001,0.001
663,1,1.001,0.001
664,1,1.001,0.001
665,1,1.001,0.001
666,1,1.001,0.001
667,1,1.001,0.001
668,1,1.001,0.001
669,1,1.001,0.001
670,1,1.001,0.001
671,1,1.001,0.001
672,1,1.001,0.001
673,1,1.001,0.001
674,1,1.001,0.001
675,1,1.001,0.001
676,1,1.001,0.001
677,1,1.001,0.001
678,1,1.001,0.001
679,1,1.001,0.001
680,1,1.001,0.001
681,1,1.001,0.001
682,1,1.001,0.001
683,1,1.001,0.001
684,1,1.001,0.001
685,1,1.001,0.001
686,1,1.001,0.001
687,1,1.001,0.001
688,1,1.001,0.001
689,1,1.001,0.001
690,1,1.001,0.001
691,1,1.001,0.001
692,1,1.001,0.001
693,1,1.001,0.001
694,1,1.001,0.001
695,1,1.001,0.001
696,1,1.001,0.001
697,1,1.001,0.001
698,1,1.001,0.001
699,1,1.001,0.001
700,1,1.001,0.001
701,1,1.001,0.001
702,1,1.001,0.001
703,1,1.001,0.001
704,1,1.001,0.001
705,1,1.001,0.001
706,1,1.001,0.001
707,1,1.001,0.001
708,1,1.001,0.001
709,1,1.001,0.001
710,1,1.001,0.001
711,1,1.001,0.001
712,1,1.001,0.001
713,1,1.001,0.001
714,1,1.001,0.001
715,1,1.001,0.001
716,1,1.001,0.001
717,1,1.001,0.001
718,1,1.001,0.001
719,1,1.001,0.001
720,1,1.001,0.001
721,1,1,0
722,1,1,0
723,1,1,0
724,1,1,0
725,1,1,0
726,1,1,0
727,1,1,0
728,1,1,0
729,1,1,0
730,1,1,0
731,1,1,0
732,1,1,0
733,1,1,0
734,1,1,0
735,1,1,0
736,1,1,0
737,1,1,0
738,1,1,0
739,1,1,0
740,1,1,0
741,1,1,0
742,1,1,0
743,1,1,0
744,1,1,0
745,1,1,0
746,1,1,0
747,1,1,0
748,1,1,0
749,1,1,0
750,1,1,0
751,1,1,0
752,1,1,0
753,1,1,0
754,1,1,0
755,1,1,0
756,1,1,0
757,1,1,0
758,1,1,0
759,1,1,0
760,1,1,0
761,1,1,0
762,1,1,0
763,1,1,0
764,1,1,0
765,1,1,0
766,1,1,0
767,1,1,0
768,1,1,0
769,1,1,0
770,1,1,0
771,1,1,0
772,1,1,0
773,1,1,0
774,1,1,0
775,1,1,0
776,1,1,0
777,1,1,0
778,1,1,0
779,1,1,0
780,1,1,0
781,19.2,16.599,-2.601
782,7.6,16.599,8.999
783,16.6,16.599,-0.001
784,12,16.599,4.599
785,5,16.599,11.599
786,17.2,16.599,-0.601
787,8.2,16.599,8.399
788,5,16.599,11.599
789,0.2,16.599,16.399
790,21.8,16.599,-5.201
791,17.6,16.599,-1.001
792,16.6,16.599,-0.001
793,1,16.599,15.599
794,1,16.599,15.599
795,1,16.599,15.599
796,3.2,16.599,13.399
797,10.6,16.599,5.999
798,14.2,16.599,2.399
799,7.2,16.599,9.399
800,10,16.599,6.599
801,10,16.599,6.599
802,3,16.599,13.599
803,8.4,16.599,8.199
804,14,16.599,2.599
805,23.4,16.599,-6.801
806,6,16.599,10.599
807,18.6,16.599,-2.001
808,13.2,16.599,3.399
809,8.6,16.599,7.999
810,13.2,16.599,3.399
811,3,16.599,13.599
812,14.8,16.599,1.799
813,231.4,16.599,-214.801
814,3,16.599,13.599
815,18.8,16.599,-2.201
816,2,16.599,14.599
817,20.4,16.599,-3.801
818,5,16.599,11.599
819,22.6,16.599,-6.001
820,12.6,16.599,3.999
821,8.2,16.599,8.399
822,1,16.599,15.599
823,3,16.599,13.599
824,17.4,16.599,-0.801
825,7.6,16.599,8.999
826,8,16.599,8.599
827,7,16.599,9.599
828,15,16.599,1.599
829,17.8,16.599,-1.201
830,18.4,16.599,-1.801
831,21.6,16.599,-5.001
832,3.4,16.599,13.199
833,10,16.599,6.599
834,4,16.599,12.599
835,14.4,16.599,2.199
836,1,16.599,15.599
837,19.4,16.599,-2.801
838,16.4,16.599,0.199
839,2,16.599,14.599
840,14.2,16.599,2.399
841,1,0.999,-0.001
842,1,0.999,-0.001
843,1,0.999,-0.001
844,1,0.999,-0.001
845,1,0.999,-0.001
846,1,0.999,-0.001
847,1,0.999,-0.001
848,1,0.999,-0.001
849,1,0.999,-0.001
850,1,0.999,-0.001
851,1,0.999,-0.001
852,1,0.999,-0.001
853,1,0.999,-0.001
854,1,0.999,-0.001
855,1,0.999,-0.001
856,1,0.999,-0.001
857,1,0.999,-0.001
858,1,0.999,-0.001
859,1,0.999,-0.001
860,1,0.999,-0.001
861,1,0.999,-0.001
862,1,0.999,-0.001
863,1,0.999,-0.001
864,1,0.999,-0.001
865,1,0.999,-0.001
866,1,0.999,-0.001
867,1,0.999,-0.001
868,1,0.999,-0.001
869,1,0.999,-0.001
870,1,0.999,-0.001
871,1,0.999,-0.001
872,1,0.999,-0.001
873,1,0.999,-0.001
874,1,0.999,-0.001
875,1,0.999,-0.001
876,1,0.999,-0.001
877,1,0.999,-0.001
878,1,0.999,-0.001
879,1,0.999,-0.001
880,1,0.999,-0.001
881,1,0.999,-0.001
882,1,0.999,-0.001
883,1,0.999,-0.001
884,1,0.999,-0.001
885,1,0.999,-0.001
886,1,0.999,-0.001
887,1,0.999,-0.001
888,1,0.999,-0.001
889,1,0.999,-0.001
890,1,0.999,-0.001
891,1,0.999,-0.001
892,1,0.999,-0.001
893,1,0.999,-0.001
894,1,0.999,-0.001
895,1,0.999,-0.001
896,1,0.999,-0.001
897,1,0.999,-0.001
898,1,0.999,-0.001
899,1,0.999,-0.001
900,1,0.999,-0.001
901,1,1,0
902,1,1,0
903,1,1,0
904,1,1,0
905,1,1,0
906,1,1,0
907,1,1,0
908,1,1,0
909,1,1,0
910,1,1,0
911,1,1,0
912,1,1,0
913,1,1,0
914,1,1,0
915,1,1,0
916,1,1,0
917,1,1,0
918,1,1,0
919,1,1,0
920,1,1,0
921,1,1,0
922,1,1,0
923,1,1,0
924,1,1,0
925,1,1,0
926,1,1,0
927,1,1,0
928,1,1,0
929,1,1,0
930,1,1,0
931,1,1,0
932,1,1,0
933,1,1,0
934,1,1,0
935,1,1,0
936,1,1,0
937,1,1,0
938,1,1,0
939,1,1,0
940,1,1,0
941,1,1,0
942,1,1,0
943,1,1,0
944,1,1,0
945,1,1,0
946,1,1,0
947,1,1,0
948,1,1,0
949,1,1,0
950,1,1,0
951,1,1,0
952,1,1,0
953,1,1,0
954,1,1,0
955,1,1,0
956,1,1,0
957,1,1,0
958,1,1,0
959,1,1,0
960,1,1,0
961,1,1.001,0.001
962,1,1.001,0.001
963,1,1.001,0.001
964,1,1.001,0.001
965,1,1.001,0.001
966,1,1.001,0.001
967,1,1.001,0.001
968,1,1.001,0.001
969,1,1.001,0.001
970,1,1.001,0.001
971,1,1.001,0.001
972,1,1.001,0.001
973,1,1.001,0.001
974,1,1.001,0.001
975,1,1.001,0.001
976,1,1.001,0.001
977,1,1.001,0.001
978,1,1.001,0.001
979,1,1.001,0.001
980,1,1.001,0.001
981,1,1.001,0.001
982,1,1.001,0.001
983,1,1.001,0.001
984,1,1.001,0.001
985,1,1.001,0.001
986,1,1.001,0.001
987,1,1.001,0.001
988,1,1.001,0.001
989,1,1.001,0.001
990,1,1.001,0.001
991,1,1.001,0.001
992,1,1.001,0.001
993,1,1.001,0.001
994,1,1.001,0.001
995,1,1.001,0.001
996,1,1.001,0.001
997,1,1.001,0.001
998,1,1.001,0.001
999,1,1.001,0.001
1000,1,1.001,0.001
1001,1,1.001,0.001
1002,1,1.001,0.001
1003,1,1.001,0.001
1004,1,1.001,0.001
1005,1,1.001,0.001
1006,1,1.001,0.001
1007,1,1.001,0.001
1008,1,1.001,0.001
1009,1,1.001,0.001
1010,1,1.001,0.001
1011,1,1.001,0.001
1012,1,1.001,0.001
1013,1,1.001,0.001
1014,1,1.001,0.001
1015,1,1.001,0.001
1016,1,1.001,0.001
1017,1,1.001,0.001
1018,1,1.001,0.001
1019,1,1.001,0.001
1020,1,1.001,0.001
1021,13,13.2,0.2
1022,13,13.2,0.2
1023,13,13.2,0.2
1024,13,13.2,0.2
1025,13.2,13.2,0
1026,13,13.2,0.2
1027,13,13.2,0.2
1028,13.2,13.2,0
1029,13,13.2,0.2
1030,13,13.2,0.2
1031,13,13.2,0.2
1032,13,13.2,0.2
1033,13,13.2,0.2
1034,13,13.2,0.2
1035,13,13.2,0.2
1036,13,13.2,0.2
1037,13,13.2,0.2
1038,15.2,13.2,-2
1039,14.8,13.2,-1.6
1040,14.6,13.2,-1.4
1041,15,13.2,-1.8
1042,15,13.2,-1.8
1043,14.8,13.2,-1.6
1044,14.8,13.2,-1.6
1045,14.8,13.2,-1.6
1046,15,13.2,-1.8
1047,14.8,13.2,-1.6
1048,14.8,13.2,-1.6
1049,14.8,13.2,-1.6
1050,14.8,13.2,-1.6
1051,13.2,13.2,0
1052,13.2,13.2,0
1053,13.2,13.2,0
1054,13.2,13.2,0
1055,13.2,13.2,0
1056,13.2,13.2,0
1057,13.2,13.2,0
1058,13.2,13.2,0
1059,13.2,13.2,0
1060,13.2,13.2,0
1061,13.2,13.2,0
1062,13.2,13.2,0
1063,13.2,13.2,0
1064,13.2,13.2,0
1065,13,13.2,0.2
1066,13,13.2,0.2
1067,13.2,13.2,0
1068,13,13.2,0.2
1069,13,13.2,0.2
1070,13.2,13.2,0
1071,13.2,13.2,0
1072,13,13.2,0.2
1073,13.2,13.2,0
1074,13.2,13.2,0
1075,13,13.2,0.2
1076,13.2,13.2,0
1077,13.2,13.2,0
1078,13.2,13.2,0
1079,13.2,13.2,0
1080,15.2,13.2,-2
1081,18.4,12.339,-6.061
1082,19.4,12.339,-7.061
1083,16.2,12.339,-3.861
1084,7.2,12.339,5.139
1085,18,12.339,-5.661
1086,20.4,12.339,-8.061
1087,17.4,12.339,-5.061
1088,12,12.339,0.339
1089,10.4,12.339,1.939
1090,14,12.339,-1.661
1091,16.4,12.339,-4.061
1092,16.6,12.339,-4.261
1093,13,12.339,-0.661
1094,18.4,12.339,-6.061
1095,12.8,12.339,-0.461
1096,3,12.339,9.339
1097,8,12.339,4.339
1098,19.6,12.339,-7.261
1099,7.6,12.339,4.739
1100,6.6,12.339,5.739
1101,14.6,12.339,-2.261
1102,2,12.339,10.339
1103,15.2,12.339,-2.861
1104,2,12.339,10.339
1105,16.2,12.339,-3.861
1106,17.4,12.339,-5.061
1107,4,12.339,8.339
1108,15.6,12.339,-3.261
1109,1,12.339,11.339
1110,1,12.339,11.339
1111,10,12.339,2.339
1112,22.6,12.339,-10.261
1113,18.6,12.339,-6.261
1114,5.8,12.339,6.539
1115,10,12.339,2.339
1116,1,12.339,11.339
1117,1,12.339,11.339
1118,7,12.339,5.339
1119,22.6,12.339,-10.261
1120,13.8,12.339,-1.461
1121,7,12.339,5.339
1122,116.8,12.339,-104.461
1123,21.6,12.339,-9.261
1124,1,12.339,11.339
1125,18.8,12.339,-6.461
1126,22.4,12.339,-10.061
1127,20.4,12.339,-8.061
1128,15.2,12.339,-2.861
1129,1,12.339,11.339
1130,22,12.339,-9.661
1131,10,12.339,2.339
1132,3,12.339,9.339
1133,7,12.339,5.339
1134,13.4,12.339,-1.061
1135,19,12.339,-6.661
1136,14.2,12.339,-1.861
1137,19,12.339,-6.661
1138,6.8,12.339,5.539
1139,20,12.339,-7.661
1140,17,12.339,-4.661
1141,18.2,14,-4.2
1142,14,14,0
1143,7.2,14,6.8
1144,10,14,4
1145,13,14,1
1146,10,14,4
1147,9,14,5
1148,1,14,13
1149,5.4,14,8.6
1150,19,14,-5
1151,18,14,-4
1152,20.6,14,-6.6
1153,2,14,12
1154,1,14,13
1155,20.8,14,-6.8
1156,12,14,2
1157,2,14,12
1158,8,14,6
1159,9.6,14,4.4
1160,15,14,-1
1161,19,14,-5
1162,3,14,11
1163,7,14,7
1164,13,14,1
1165,20.2,14,-6.2
1166,6,14,8
1167,2.2,14,11.8
1168,1.2,14,12.8
1169,21.2,14,-7.2
1170,13,14,1
1171,4,14,10
1172,1,14,13
1173,13.2,14,0.8
1174,16.2,14,-2.2
1175,11.8,14,2.2
1176,20.2,14,-6.2
1177,1,14,13
1178,11.6,14,2.4
1179,20.6,14,-6.6
1180,19.4,14,-5.4
1181,9,14,5
1182,8,14,6
1183,6,14,8
1184,1,14,13
1185,13,14,1
1186,15.8,14,-1.8
1187,7,14,7
1188,2,14,12
1189,16.2,14,-2.2
1190,1,14,13
1191,22.2,14,-8.2
1192,8,14,6
1193,2,14,12
1194,9,14,5
1195,17.2,14,-3.2
1196,14,14,0
1197,16.2,14,-2.2
1198,15.2,14,-1.2
1199,18.4,14,-4.4
1200,11.2,14,2.8
1201,108,105.399,-2.601
1202,108.4,105.399,-3.001
1203,95.2,105.399,10.199
1204,99,105.399,6.399
1205,91.4,105.399,13.999
1206,106.8,105.399,-1.401
1207,86.2,105.399,19.199
1208,107.2,105.399,-1.801
1209,113.4,105.399,-8.001
1210,109,105.399,-3.601
1211,104.8,105.399,0.599
1212,86.4,105.399,18.999
1213,109,105.399,-3.601
1214,109.8,105.399,-4.401
1215,90.8,105.399,14.599
1216,109,105.399,-3.601
1217,111.6,105.399,-6.201
1218,105.6,105.399,-0.201
1219,86.2,105.399,19.199
1220,107.8,105.399,-2.401
1221,110,105.399,-4.601
1222,86.8,105.399,18.599
1223,108.2,105.399,-2.801
1224,106.8,105.399,-1.401
1225,95,105.399,10.399
1226,76,105.399,29.399
1227,95.4,105.399,9.999
1228,71.6,105.399,33.799
1229,73,105.399,32.399
1230,80.4,105.399,24.999
1231,111.2,105.399,-5.801
1232,109.8,105.399,-4.401
1233,106.2,105.399,-0.801
1234,86.4,105.399,18.999
1235,109,105.399,-3.601
1236,111.4,105.399,-6.001
1237,115.8,105.399,-10.401
1238,86.4,105.399,18.999
1239,76.4,105.399,28.999
1240,108.2,105.399,-2.801
1241,105.2,105.399,0.199
1242,106.8,105.399,-1.401
1243,80,105.399,25.399
1244,73.4,105.399,31.999
1245,109,105.399,-3.601
1246,105.4,105.399,-0.001
1247,86.2,105.399,19.199
1248,111,105.399,-5.601
1249,109.4,105.399,-4.001
1250,107.6,105.399,-2.201
1251,107.4,105.399,-2.001
1252,74,105.399,31.399
