inst#,actual,predicted,error
140,8932.8,8949.2,16.4
141,9026.6,8949.2,-77.4
142,9045.6,8949.2,-96.4
143,9045.6,8949.2,-96.4
144,8976.2,8949.2,-27
145,8998.8,8949.2,-49.6
146,8981.8,8949.2,-32.6
147,8987.2,8949.2,-38
148,8936.8,8949.2,12.4
149,8991.2,8949.2,-42
150,8968.4,8949.2,-19.2
151,9036,8949.2,-86.8
152,8974.6,8949.2,-25.4
153,8979,8949.2,-29.8
154,9145.8,8949.2,-196.6
155,9083.6,8949.2,-134.4
156,8937,8949.2,12.2
157,8973.4,8949.2,-24.2
158,9021.4,8949.2,-72.2
159,9034.6,8949.2,-85.4
160,9038.2,8949.2,-89
161,8986,8949.2,-36.8
162,8971.6,8949.2,-22.4
163,8995,8949.2,-45.8
164,8990.4,8949.2,-41.2
165,8956.2,8949.2,-7
166,8966,8949.2,-16.8
167,9036,8949.2,-86.8
168,9011.8,8949.2,-62.6
169,9036.6,8949.2,-87.4
170,8984,8949.2,-34.8
171,8999,8949.2,-49.8
172,9080.4,8949.2,-131.2
173,8941.2,8949.2,8
174,8940.6,8949.2,8.6
175,9008.4,8949.2,-59.2
176,9038,8949.2,-88.8
177,8920.2,8949.2,29
178,8904,8949.2,45.2
179,9097.6,8949.2,-148.4
180,8981.2,8949.2,-32
181,84,62.856,-21.144
182,64.2,62.856,-1.344
183,35,62.856,27.856
184,28.8,62.856,34.056
185,39.4,62.856,23.456
186,24,62.856,38.856
187,36.2,62.856,26.656
188,12.6,62.856,50.256
189,83.4,62.856,-20.544
190,85.6,62.856,-22.744
191,34.8,62.856,28.056
192,84.2,62.856,-21.344
193,64,62.856,-1.144
194,35,62.856,27.856
195,18.2,62.856,44.656
196,39.4,62.856,23.456
197,60.4,62.856,2.456
198,2.2,62.856,60.656
199,85.4,62.856,-22.544
200,84.6,62.856,-21.744
201,75.4,62.856,-12.544
202,34.6,62.856,28.256
203,83.2,62.856,-20.344
204,63.6,62.856,-0.744
205,34.6,62.856,28.256
206,52.8,62.856,10.056
207,42.2,62.856,20.656
208,30.8,62.856,32.056
209,84.8,62.856,-21.944
210,64.4,62.856,-1.544
211,34.8,62.856,28.056
212,83.6,62.856,-20.744
213,64.2,62.856,-1.344
214,35.4,62.856,27.456
215,53,62.856,9.856
216,3,62.856,59.856
217,54.4,62.856,8.456
218,10.4,62.856,52.456
219,53.4,62.856,9.456
220,85.4,62.856,-22.544
221,84.6,62.856,-21.744
222,30.2,62.856,32.656
223,45.4,62.856,17.456
224,23.8,62.856,39.056
225,55.8,62.856,7.056
226,88.4,62.856,-25.544
227,66.8,62.856,-3.944
228,37.4,62.856,25.456
229,88.2,62.856,-25.344
230,24,62.856,38.856
231,18,62.856,44.856
232,18.4,62.856,44.456
233,82.6,62.856,-19.744
234,63.2,62.856,-0.344
235,34.6,62.856,28.256
236,83.6,62.856,-20.744
237,84.6,62.856,-21.744
238,75.2,62.856,-12.344
239,35.2,62.856,27.656
240,82.8,62.856,-19.944
241,192.8,164.572,-28.228
242,177.6,164.572,-13.028
243,177.2,164.572,-12.628
244,176,164.572,-11.428
245,175.6,164.572,-11.028
246,176,164.572,-11.428
247,175,164.572,-10.428
248,174.8,164.572,-10.228
249,175.4,164.572,-10.828
250,174.8,164.572,-10.228
251,174.8,164.572,-10.228
252,175,164.572,-10.428
253,175.2,164.572,-10.628
254,174.8,164.572,-10.228
255,174.6,164.572,-10.028
256,175,164.572,-10.428
257,177.6,164.572,-13.028
258,172.6,164.572,-8.028
259,172.6,164.572,-8.028
260,176,164.572,-11.428
261,172.2,164.572,-7.628
262,172.2,164.572,-7.628
263,172.6,164.572,-8.028
264,172.4,164.572,-7.828
265,172,164.572,-7.428
266,171.8,164.572,-7.228
267,172,164.572,-7.428
268,172.6,164.572,-8.028
269,171.8,164.572,-7.228
270,172,164.572,-7.428
271,172.2,164.572,-7.628
272,174.4,164.572,-9.828
273,171.8,164.572,-7.228
274,172.8,164.572,-8.228
275,172.4,164.572,-7.828
276,172,164.572,-7.428
277,172,164.572,-7.428
278,171.4,164.572,-6.828
279,173,164.572,-8.428
280,172.6,164.572,-8.028
281,172.4,164.572,-7.828
282,172.2,164.572,-7.628
283,172.2,164.572,-7.628
284,174,164.572,-9.428
285,172.4,164.572,-7.828
286,172,164.572,-7.428
287,172.2,164.572,-7.628
288,172,164.572,-7.428
289,172.2,164.572,-7.628
290,173.8,164.572,-9.228
291,173.8,164.572,-9.228
292,174,164.572,-9.428
293,174,164.572,-9.428
294,172,164.572,-7.428
295,171.6,164.572,-7.028
296,172,164.572,-7.428
297,171.8,164.572,-7.228
298,171.2,164.572,-6.628
299,171.6,164.572,-7.028
300,171,164.572,-6.428
301,3.2,7.39,4.19
302,2,7.39,5.39
303,12.6,7.39,-5.21
304,10,7.39,-2.61
305,17.6,7.39,-10.21
306,1.2,7.39,6.19
307,4.2,7.39,3.19
308,1.2,7.39,6.19
309,3.2,7.39,4.19
310,2.4,7.39,4.99
311,2,7.39,5.39
312,31.4,7.39,-24.01
313,1.2,7.39,6.19
314,0.2,7.39,7.19
315,1,7.39,6.39
316,4.6,7.39,2.79
317,0.2,7.39,7.19
318,0.4,7.39,6.99
319,1,7.39,6.39
320,20,7.39,-12.61
321,7.4,7.39,-0.01
322,1,7.39,6.39
323,2,7.39,5.39
324,2.4,7.39,4.99
325,1,7.39,6.39
326,1.2,7.39,6.19
327,1.2,7.39,6.19
328,15,7.39,-7.61
329,2.6,7.39,4.79
330,0.2,7.39,7.19
331,1.2,7.39,6.19
332,3.4,7.39,3.99
333,12.4,7.39,-5.01
334,1,7.39,6.39
335,12.6,7.39,-5.21
336,3.2,7.39,4.19
337,5.2,7.39,2.19
338,11.2,7.39,-3.81
339,2,7.39,5.39
340,12.4,7.39,-5.01
341,9.2,7.39,-1.81
342,1.2,7.39,6.19
343,3.2,7.39,4.19
344,5.6,7.39,1.79
345,15,7.39,-7.61
346,5.2,7.39,2.19
347,4,7.39,3.39
348,4.4,7.39,2.99
349,0.2,7.39,7.19
350,0.2,7.39,7.19
351,12,7.39,-4.61
352,1.2,7.39,6.19
353,14.2,7.39,-6.81
354,0.2,7.39,7.19
355,1,7.39,6.39
356,7.8,7.39,-0.41
357,1,7.39,6.39
358,14.8,7.39,-7.41
359,2,7.39,5.39
360,0.2,7.39,7.19
361,926.8,57.442,-869.358
362,846.6,57.442,-789.158
363,111.8,57.442,-54.358
364,776,57.442,-718.558
365,807.6,57.442,-750.158
366,63,57.442,-5.558
367,858.4,57.442,-800.958
368,850,57.442,-792.558
369,105.4,57.442,-47.958
370,772.6,57.442,-715.158
371,802,57.442,-744.558
372,12.8,57.442,44.642
373,26.4,57.442,31.042
374,62.2,57.442,-4.758
375,21.6,57.442,35.842
376,26.6,57.442,30.842
377,56,57.442,1.442
378,11.2,57.442,46.242
379,9,57.442,48.442
380,64.4,57.442,-6.958
381,16,57.442,41.442
382,54,57.442,3.442
383,20.4,57.442,37.042
384,44,57.442,13.442
385,14.8,57.442,42.642
386,64.6,57.442,-7.158
387,50.4,57.442,7.042
388,61.6,57.442,-4.158
389,602.8,57.442,-545.358
390,3.2,57.442,54.242
391,56.8,57.442,0.642
392,44.4,57.442,13.042
393,3.2,57.442,54.242
394,193.8,57.442,-136.358
395,46.8,57.442,10.642
396,2.2,57.442,55.242
397,19.4,57.442,38.042
398,49.6,57.442,7.842
399,28.4,57.442,29.042
400,29.4,57.442,28.042
401,50,57.442,7.442
402,5.6,57.442,51.842
403,66.8,57.442,-9.358
404,44.8,57.442,12.642
405,36.8,57.442,20.642
406,58.8,57.442,-1.358
407,25.4,57.442,32.042
408,31.8,57.442,25.642
409,60.2,57.442,-2.758
410,5.4,57.442,52.042
411,56.4,57.442,1.042
412,22.4,57.442,35.042
413,6,57.442,51.442
414,27.4,57.442,30.042
415,42.8,57.442,14.642
416,54.2,57.442,3.242
417,95.8,57.442,-38.358
418,27.4,57.442,30.042
419,716.6,57.442,-659.158
420,27.4,57.442,30.042
421,242.6,182.188,-60.412
422,177.8,182.188,4.388
423,177.6,182.188,4.588
424,179.4,182.188,2.788
425,177.4,182.188,4.788
426,177.8,182.188,4.388
427,178.6,182.188,3.588
428,177,182.188,5.188
429,181.8,182.188,0.388
430,176.8,182.188,5.388
431,176.6,182.188,5.588
432,176.6,182.188,5.588
433,177,182.188,5.188
434,180.4,182.188,1.788
435,177,182.188,5.188
436,177.2,182.188,4.988
437,177,182.188,5.188
438,176.6,182.188,5.588
439,176.4,182.188,5.788
440,177.2,182.188,4.988
441,177.2,182.188,4.988
442,177,182.188,5.188
443,177,182.188,5.188
444,176.8,182.188,5.388
445,177.2,182.188,4.988
446,177,182.188,5.188
447,176.4,182.188,5.788
448,176.8,182.188,5.388
449,176.8,182.188,5.388
450,177,182.188,5.188
451,175.4,182.188,6.788
452,175.8,182.188,6.388
453,176,182.188,6.188
454,179.2,182.188,2.988
455,180.8,182.188,1.388
456,178.8,182.188,3.388
457,175.6,182.188,6.588
458,175.4,182.188,6.788
459,175.8,182.188,6.388
460,175.4,182.188,6.788
461,175.4,182.188,6.788
462,178.8,182.188,3.388
463,177,182.188,5.188
464,176.6,182.188,5.588
465,176.2,182.188,5.988
466,179.6,182.188,2.588
467,175.6,182.188,6.588
468,176,182.188,6.188
469,176.2,182.188,5.988
470,177.6,182.188,4.588
471,175.2,182.188,6.988
472,175.4,182.188,6.788
473,175.4,182.188,6.788
474,175.4,182.188,6.788
475,175.8,182.188,6.388
476,176.8,182.188,5.388
477,175.4,182.188,6.788
478,175.2,182.188,6.988
479,175.4,182.188,6.788
480,175.6,182.188,6.588
481,5729,5402.656,-326.344
482,5384.4,5402.656,18.256
483,5359.8,5402.656,42.856
484,5396.6,5402.656,6.056
485,5437.8,5402.656,-35.144
486,5410,5402.656,-7.344
487,5378.8,5402.656,23.856
488,5405.6,5402.656,-2.944
489,5416,5402.656,-13.344
490,5428.6,5402.656,-25.944
491,5382.8,5402.656,19.856
492,5345.4,5402.656,57.256
493,5343.8,5402.656,58.856
494,5375.2,5402.656,27.456
495,5392.4,5402.656,10.256
496,5404.8,5402.656,-2.144
497,5423.8,5402.656,-21.144
498,5448,5402.656,-45.344
499,5405.2,5402.656,-2.544
500,5380.2,5402.656,22.456
501,5410,5402.656,-7.344
502,5465.8,5402.656,-63.144
503,5449.8,5402.656,-47.144
504,5366,5402.656,36.656
505,5358,5402.656,44.656
506,5386.6,5402.656,16.056
507,5434.8,5402.656,-32.144
508,5465.4,5402.656,-62.744
509,5401.6,5402.656,1.056
510,5395.4,5402.656,7.256
511,5418,5402.656,-15.344
512,5409.6,5402.656,-6.944
513,5426.2,5402.656,-23.544
514,5466.2,5402.656,-63.544
515,5446.6,5402.656,-43.944
516,5450.8,5402.656,-48.144
517,5400.8,5402.656,1.856
518,5455.6,5402.656,-52.944
519,5479.4,5402.656,-76.744
520,5478,5402.656,-75.344
521,5459.6,5402.656,-56.944
522,5448,5402.656,-45.344
523,5445,5402.656,-42.344
524,5451.2,5402.656,-48.544
525,5425.2,5402.656,-22.544
526,5421.8,5402.656,-19.144
527,5470.8,5402.656,-68.144
528,5436.4,5402.656,-33.744
529,5413.4,5402.656,-10.744
530,5396.6,5402.656,6.056
531,5444.2,5402.656,-41.544
532,5461.2,5402.656,-58.544
533,5485.4,5402.656,-82.744
534,5470,5402.656,-67.344
535,5434.8,5402.656,-32.144
536,5408.8,5402.656,-6.144
537,5454.8,5402.656,-52.144
538,5485.6,5402.656,-82.944
539,5461.2,5402.656,-58.544
540,5482.4,5402.656,-79.744
541,1,7.972,6.972
542,1,7.972,6.972
543,1,7.972,6.972
544,1,7.972,6.972
545,1,7.972,6.972
546,1,7.972,6.972
547,1,7.972,6.972
548,1,7.972,6.972
549,1,7.972,6.972
550,1,7.972,6.972
551,1,7.972,6.972
552,1,7.972,6.972
553,1,7.972,6.972
554,1,7.972,6.972
555,1,7.972,6.972
556,1,7.972,6.972
557,1,7.972,6.972
558,1,7.972,6.972
559,1,7.972,6.972
560,1,7.972,6.972
561,1,7.972,6.972
562,1,7.972,6.972
563,1,7.972,6.972
564,1,7.972,6.972
565,1,7.972,6.972
566,1,7.972,6.972
567,1,7.972,6.972
568,1,7.972,6.972
569,1,7.972,6.972
570,1,7.972,6.972
571,1,7.972,6.972
572,1,7.972,6.972
573,1,7.972,6.972
574,1,7.972,6.972
575,1,7.972,6.972
576,1,7.972,6.972
577,1,7.972,6.972
578,1,7.972,6.972
579,1,7.972,6.972
580,1,7.972,6.972
581,1,7.972,6.972
582,1,7.972,6.972
583,1,7.972,6.972
584,1,7.972,6.972
585,1,7.972,6.972
586,1,7.972,6.972
587,1,7.972,6.972
588,1,7.972,6.972
589,1,7.972,6.972
590,1,7.972,6.972
591,1,7.972,6.972
592,1,7.972,6.972
593,1,7.972,6.972
594,1,7.972,6.972
595,1,7.972,6.972
596,1,7.972,6.972
597,1,7.972,6.972
598,1,7.972,6.972
599,1,7.972,6.972
600,1,7.972,6.972
601,20.4,342.539,322.139
602,20.2,342.539,322.339
603,20.2,342.539,322.339
604,20.2,342.539,322.339
605,20.2,342.539,322.339
606,20.2,342.539,322.339
607,20.2,342.539,322.339
608,20.4,342.539,322.139
609,20.2,342.539,322.339
610,20.2,342.539,322.339
611,20.2,342.539,322.339
612,20.2,342.539,322.339
613,20.2,342.539,322.339
614,20.2,342.539,322.339
615,20.2,342.539,322.339
616,20.4,342.539,322.139
617,20.2,342.539,322.339
618,20.2,342.539,322.339
619,20.2,342.539,322.339
620,20.2,342.539,322.339
621,20.2,342.539,322.339
622,20.2,342.539,322.339
623,20.2,342.539,322.339
624,20.2,342.539,322.339
625,20.2,342.539,322.339
626,20.4,342.539,322.139
627,20.2,342.539,322.339
628,20.2,342.539,322.339
629,20.2,342.539,322.339
630,20.2,342.539,322.339
631,20.2,342.539,322.339
632,20.4,342.539,322.139
633,20.2,342.539,322.339
634,20.2,342.539,322.339
635,20.2,342.539,322.339
636,20.2,342.539,322.339
637,20.4,342.539,322.139
638,20.2,342.539,322.339
639,20.4,342.539,322.139
640,20.2,342.539,322.339
641,20.2,342.539,322.339
642,20.2,342.539,322.339
643,20.2,342.539,322.339
644,20.2,342.539,322.339
645,20.4,342.539,322.139
646,20.2,342.539,322.339
647,20.2,342.539,322.339
648,20.2,342.539,322.339
649,20.2,342.539,322.339
650,23.8,342.539,318.739
651,20.2,342.539,322.339
652,20.2,342.539,322.339
653,20.2,342.539,322.339
654,20.2,342.539,322.339
655,20.4,342.539,322.139
656,20.2,342.539,322.339
657,20.2,342.539,322.339
658,20.2,342.539,322.339
659,20.2,342.539,322.339
660,20.2,342.539,322.339
661,1,8.044,7.044
662,1,8.044,7.044
663,1,8.044,7.044
664,1,8.044,7.044
665,1,8.044,7.044
666,1,8.044,7.044
667,1,8.044,7.044
668,1,8.044,7.044
669,1,8.044,7.044
670,1,8.044,7.044
671,1,8.044,7.044
672,1,8.044,7.044
673,1,8.044,7.044
674,1,8.044,7.044
675,1,8.044,7.044
676,1,8.044,7.044
677,1,8.044,7.044
678,1,8.044,7.044
679,1,8.044,7.044
680,1,8.044,7.044
681,1,8.044,7.044
682,1,8.044,7.044
683,1,8.044,7.044
684,1,8.044,7.044
685,1,8.044,7.044
686,1,8.044,7.044
687,1,8.044,7.044
688,1,8.044,7.044
689,1,8.044,7.044
690,1,8.044,7.044
691,1,8.044,7.044
692,1,8.044,7.044
693,1,8.044,7.044
694,1,8.044,7.044
695,1,8.044,7.044
696,1,8.044,7.044
697,1,8.044,7.044
698,1,8.044,7.044
699,1,8.044,7.044
700,1,8.044,7.044
701,1,8.044,7.044
702,1,8.044,7.044
703,1,8.044,7.044
704,1,8.044,7.044
705,1,8.044,7.044
706,1,8.044,7.044
707,1,8.044,7.044
708,1,8.044,7.044
709,1,8.044,7.044
710,1,8.044,7.044
711,1,8.044,7.044
712,1,8.044,7.044
713,1,8.044,7.044
714,1,8.044,7.044
715,1,8.044,7.044
716,1,8.044,7.044
717,1,8.044,7.044
718,1,8.044,7.044
719,1,8.044,7.044
720,1,8.044,7.044
721,282,7.973,-274.027
722,1,7.973,6.973
723,312.8,7.973,-304.827
724,1,7.973,6.973
725,205.4,7.973,-197.427
726,1,7.973,6.973
727,511.4,7.973,-503.427
728,327.8,7.973,-319.827
729,1,7.973,6.973
730,59.6,7.973,-51.627
731,1,7.973,6.973
732,1,7.973,6.973
733,1,7.973,6.973
734,111.2,7.973,-103.227
735,18,7.973,-10.027
736,8.4,7.973,-0.427
737,549.8,7.973,-541.827
738,1,7.973,6.973
739,15980.6,7.973,-15972.627
740,87.4,7.973,-79.427
741,25,7.973,-17.027
742,11.8,7.973,-3.827
743,17.2,7.973,-9.227
744,29.2,7.973,-21.227
745,7,7.973,0.973
746,18.4,7.973,-10.427
747,1,7.973,6.973
748,1,7.973,6.973
749,1,7.973,6.973
750,263,7.973,-255.027
751,17,7.973,-9.027
752,1,7.973,6.973
753,1,7.973,6.973
754,41.8,7.973,-33.827
755,4,7.973,3.973
756,3,7.973,4.973
757,4,7.973,3.973
758,8,7.973,-0.027
759,5,7.973,2.973
760,3,7.973,4.973
761,8,7.973,-0.027
762,10,7.973,-2.027
763,13,7.973,-5.027
764,13.2,7.973,-5.227
765,4,7.973,3.973
766,7,7.973,0.973
767,2.8,7.973,5.173
768,3,7.973,4.973
769,4,7.973,3.973
770,2,7.973,5.973
771,4,7.973,3.973
772,1,7.973,6.973
773,1,7.973,6.973
774,1,7.973,6.973
775,1,7.973,6.973
776,1,7.973,6.973
777,10.2,7.973,-2.227
778,8.6,7.973,-0.627
779,12.2,7.973,-4.227
780,115.2,7.973,-107.227
781,34397,68.167,-34328.833
782,386,68.167,-317.833
783,55,68.167,13.167
784,18.8,68.167,49.367
785,28.6,68.167,39.567
786,3442.8,68.167,-3374.633
787,1186.2,68.167,-1118.033
788,778.4,68.167,-710.233
789,90.4,68.167,-22.233
790,32.2,68.167,35.967
791,26.2,68.167,41.967
792,11677.2,68.167,-11609.033
793,7,68.167,61.167
794,15.2,68.167,52.967
795,250.4,68.167,-182.233
796,5.6,68.167,62.567
797,16.6,68.167,51.567
798,39,68.167,29.167
799,11.4,68.167,56.767
800,127.6,68.167,-59.433
801,19.8,68.167,48.367
802,10578.8,68.167,-10510.633
803,2693.8,68.167,-2625.633
804,25.8,68.167,42.367
805,33.6,68.167,34.567
806,851.2,68.167,-783.033
807,111.8,68.167,-43.633
808,20.8,68.167,47.367
809,13.2,68.167,54.967
810,51.6,68.167,16.567
811,5,68.167,63.167
812,359,68.167,-290.833
813,7941.6,68.167,-7873.433
814,10425.8,68.167,-10357.633
815,281.6,68.167,-213.433
816,34.8,68.167,33.367
817,31.2,68.167,36.967
818,8,68.167,60.167
819,57,68.167,11.167
820,19,68.167,49.167
821,186.4,68.167,-118.233
822,821,68.167,-752.833
823,17.2,68.167,50.967
824,173.4,68.167,-105.233
825,18,68.167,50.167
826,13,68.167,55.167
827,11.6,68.167,56.567
828,561.4,68.167,-493.233
829,2336.8,68.167,-2268.633
830,393.8,68.167,-325.633
831,33.8,68.167,34.367
832,8,68.167,60.167
833,75.2,68.167,-7.033
834,421.4,68.167,-353.233
835,32.2,68.167,35.967
836,101.8,68.167,-33.633
837,47.8,68.167,20.367
838,26.2,68.167,41.967
839,5.8,68.167,62.367
840,356.4,68.167,-288.233
841,8,8.93,0.93
842,15,8.93,-6.07
843,3,8.93,5.93
844,2,8.93,6.93
845,3,8.93,5.93
846,2,8.93,6.93
847,2,8.93,6.93
848,2,8.93,6.93
849,2,8.93,6.93
850,2,8.93,6.93
851,4,8.93,4.93
852,2,8.93,6.93
853,3,8.93,5.93
854,15,8.93,-6.07
855,286.6,8.93,-277.67
856,5,8.93,3.93
857,3,8.93,5.93
858,2,8.93,6.93
859,2,8.93,6.93
860,26.4,8.93,-17.47
861,2,8.93,6.93
862,2,8.93,6.93
863,10,8.93,-1.07
864,2,8.93,6.93
865,3,8.93,5.93
866,2,8.93,6.93
867,6,8.93,2.93
868,4.8,8.93,4.13
869,5818.2,8.93,-5809.27
870,4,8.93,4.93
871,2,8.93,6.93
872,3.6,8.93,5.33
873,36.4,8.93,-27.47
874,6,8.93,2.93
875,3,8.93,5.93
876,16,8.93,-7.07
877,6.4,8.93,2.53
878,2,8.93,6.93
879,2,8.93,6.93
880,3,8.93,5.93
881,2,8.93,6.93
882,2,8.93,6.93
883,2,8.93,6.93
884,3,8.93,5.93
885,4,8.93,4.93
886,2,8.93,6.93
887,2,8.93,6.93
888,2,8.93,6.93
889,2,8.93,6.93
890,32,8.93,-23.07
891,2,8.93,6.93
892,2,8.93,6.93
893,2,8.93,6.93
894,2,8.93,6.93
895,3,8.93,5.93
896,3,8.93,5.93
897,2,8.93,6.93
898,22.2,8.93,-13.27
899,2,8.93,6.93
900,2,8.93,6.93
901,1,7.976,6.976
902,1,7.976,6.976
903,1,7.976,6.976
904,1,7.976,6.976
905,1,7.976,6.976
906,1,7.976,6.976
907,1,7.976,6.976
908,1,7.976,6.976
909,1,7.976,6.976
910,1,7.976,6.976
911,1,7.976,6.976
912,1,7.976,6.976
913,1,7.976,6.976
914,1,7.976,6.976
915,1,7.976,6.976
916,1,7.976,6.976
917,1,7.976,6.976
918,1,7.976,6.976
919,1,7.976,6.976
920,1,7.976,6.976
921,1,7.976,6.976
922,1,7.976,6.976
923,1,7.976,6.976
924,1,7.976,6.976
925,1,7.976,6.976
926,1,7.976,6.976
927,1,7.976,6.976
928,1,7.976,6.976
929,1,7.976,6.976
930,1,7.976,6.976
931,1,7.976,6.976
932,1,7.976,6.976
933,1,7.976,6.976
934,1,7.976,6.976
935,1,7.976,6.976
936,1,7.976,6.976
937,1,7.976,6.976
938,1,7.976,6.976
939,1,7.976,6.976
940,1,7.976,6.976
941,1,7.976,6.976
942,1,7.976,6.976
943,1,7.976,6.976
944,1,7.976,6.976
945,1,7.976,6.976
946,1,7.976,6.976
947,1,7.976,6.976
948,1,7.976,6.976
949,1,7.976,6.976
950,1,7.976,6.976
951,1,7.976,6.976
952,1,7.976,6.976
953,1,7.976,6.976
954,1,7.976,6.976
955,1,7.976,6.976
956,1,7.976,6.976
957,1,7.976,6.976
958,1,7.976,6.976
959,1,7.976,6.976
960,1,7.976,6.976
961,1,-6.001,-7.001
962,1,-6.001,-7.001
963,2,-6.001,-8.001
964,6.2,-6.001,-12.201
965,8,-6.001,-14.001
966,1.2,-6.001,-7.201
967,1,-6.001,-7.001
968,1,-6.001,-7.001
969,1,-6.001,-7.001
970,1,-6.001,-7.001
971,5,-6.001,-11.001
972,1,-6.001,-7.001
973,2,-6.001,-8.001
974,1,-6.001,-7.001
975,1,-6.001,-7.001
976,1,-6.001,-7.001
977,1,-6.001,-7.001
978,1,-6.001,-7.001
979,1,-6.001,-7.001
980,6.2,-6.001,-12.201
981,1,-6.001,-7.001
982,4,-6.001,-10.001
983,1,-6.001,-7.001
984,0.8,-6.001,-6.801
985,1,-6.001,-7.001
986,1,-6.001,-7.001
987,1,-6.001,-7.001
988,1,-6.001,-7.001
989,1,-6.001,-7.001
990,0.2,-6.001,-6.201
991,1.2,-6.001,-7.201
992,1.2,-6.001,-7.201
993,0.2,-6.001,-6.201
994,0.4,-6.001,-6.401
995,68.2,-6.001,-74.201
996,1.8,-6.001,-7.801
997,1,-6.001,-7.001
998,1,-6.001,-7.001
999,1,-6.001,-7.001
1000,3,-6.001,-9.001
1001,1,-6.001,-7.001
1002,1,-6.001,-7.001
1003,1,-6.001,-7.001
1004,2,-6.001,-8.001
1005,1,-6.001,-7.001
1006,1,-6.001,-7.001
1007,4,-6.001,-10.001
1008,0.8,-6.001,-6.801
1009,2,-6.001,-8.001
1010,1,-6.001,-7.001
1011,1,-6.001,-7.001
1012,0.8,-6.001,-6.801
1013,1,-6.001,-7.001
1014,1,-6.001,-7.001
